clip_id	gram_tags	prag_tags	func_tags	herit_tags
MF010_1959_EP_SU2011_AD_08	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Genero,Genero:ExcepArtFem	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		
MF013_1937_EP_SU2011_AD_01	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,SerEstar,SerEstar:Ser,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF013_1937_EP_SU2011_AD_02	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa		
MF013_1937_EP_SU2011_AD_03	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Det,Det:DetCombi,Gustar,Gustar:Ajenos,Gustar:Propios,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF013_1937_EP_SU2011_AD_04	Det,Det:Art,Det:CuantIndef,Det:Pos,MImp,MImp:Informal,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad		
MF013_1937_EP_SU2011_AD_05	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Gustar,Gustar:Interlocutor,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF013_1937_EP_SU2011_AD_06	Det,Det:Art,Det:Demo,Haber,Haber:Exist,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Genero,Genero:ExcepMasc,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF013_1937_EP_SU2011_AD_07	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF016_1965_EP_SU2011_AD_01	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Imperf,Indefinido,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser			
MF016_1965_EP_SU2011_AD_02	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Genero,Genero:ExcepArtFem,Pron,Pron:ObjetoDoble,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF016_1965_EP_SU2011_AD_03	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Gustar,Gustar:Interlocutor,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		
MF016_1965_EP_SU2011_AD_04	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Det,Det:LoAdj,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF016_1965_EP_SU2011_AD_05	Det,Det:Art,Det:CuantIndef,Det:Pos,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,VFut,VFut:Conjugado,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Contacto,Contacto:Mixtas
MF016_1965_EP_SU2011_AD_06	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		
MF016_1965_EP_SU2011_AD_07	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Aux,Aux:Haber,Det,Det:LoAdj,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Probabilidad		
MF016_1965_EP_SU2011_AD_08	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Genero,Genero:ExcepMasc,MSub,MSub:Pret,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF016_1965_EP_SU2011_AD_09	Det,Det:Art,Det:Pos,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser			
MF016_1965_EP_SU2011_AD_10	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		
MF016_1965_EP_SU2011_AD_11	Det,Det:Art,Det:Pos,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:DetCombi,Det:LoAdj,Genero,Genero:ExcepMasc,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		
MF017_1959_EP_SU2011_AD_01	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Det,Det:LoAdj,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,Pron,Pron:ObjetoDoble	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_02	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Gustar,Gustar:Interlocutor,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Gustar,Gustar:Propios,MSub,MSub:Pres,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_03	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Det,Det:LoAdj,Gustar,Gustar:Propios,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision	Deseos,Deseos:Ajenos	
MF017_1959_EP_SU2011_AD_04	Det,Det:Art,Det:CuantIndef,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Gustar,Gustar:Propios,MSub,MSub:Pret	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_05	Det,Det:Art,Det:Demo,Det:Pos,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,PerfPerif	MarcadoresDisc,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_06	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,SerEstar,SerEstar:EstarAux,SerEstar:Ser,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Revision		
MF017_1959_EP_SU2011_AD_07	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Det,Det:DetCombi	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_08	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF017_1959_EP_SU2011_AD_09	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Indefinido,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Genero,Genero:ExcepMasc,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF018_1963_EP_SU2011_AD_01	Det,Det:Art,Det:CuantIndef,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF018_1963_EP_SU2011_AD_02	Det,Det:Art,Det:CuantIndef,Det:Pos,Imperf,Prep,Pron,Pron:Objeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF018_1963_EP_SU2011_AD_03	Det,Det:Art,Det:Pos,Imperf,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,SerEstar,SerEstar:Ser,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF018_1963_EP_SU2011_AD_04	Det,Det:Art,Det:Pos,Imperf,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		
MF018_1963_EP_SU2011_AD_05	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Ajenos,Gustar:Propios,MSub,MSub:Pres	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Probabilidad		
MF018_1963_EP_SU2011_AD_06	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,VFut,VFut:Conjugado,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF018_1963_EP_SU2011_AD_07	Det,Det:Art,Det:Demo,Haber,Haber:Exist,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF018_1963_EP_SU2011_AD_08	Det,Det:Art,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF019_1971_CT_SU2011_VA_01	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Formal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Probabilidad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF019_1971_CT_SU2011_VA_02	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros	MarcadoresDisc,MarcadoresDisc:Causa		
MF019_1971_CT_SU2011_VA_03	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF019_1971_CT_SU2011_VA_04	Det,Det:Art,Det:CuantIndef,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,Genero,Genero:ExcepMasc,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		
MF019_1971_CT_SU2011_VA_05	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,Genero,Genero:ExcepMasc,MSub,MSub:Pret,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad	Expresar,Expresar:Sugerencias	
MF019_1971_CT_SU2011_VA_06	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:DetCombi,Det:LoAdj,Genero,Genero:ExcepMasc,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad	Expresar,Expresar:Sugerencias	
MF019_1971_CT_SU2011_VA_07	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Det,Det:LoAdj,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc,MarcadoresDisc:Revision	Expresar,Expresar:Sugerencias	
MF019_1971_CT_SU2011_VA_08	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Genero,Genero:ExcepMasc,PerfPerif,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad	Expresar,Expresar:Finalidades	Contacto,Contacto:Mixtas
MF019_1971_CT_SU2011_VA_09	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Probabilidad	Deseos,Deseos:Ajenos	
MF019_1971_CT_SU2011_VA_10	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Gustar,Gustar:Propios,PerfPerif,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF019_1971_CT_SU2011_VA_11	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MImp,MImp:Informal,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad	Deseos,Deseos:Ajenos	
MF019_1971_CT_SU2011_VA_12	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Indefinido,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,Genero,Genero:ExcepMasc,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Revision		
MF019_1971_CT_SU2011_VA_13	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF025_1967_CT_SU2011_VA_01	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Det,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Contacto,Contacto:Mixtas
MF025_1967_CT_SU2011_VA_02	Det,Det:Art,Det:CuantIndef,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:DetCombi,Det:LoAdj,PerfPerif	MarcadoresDisc,MarcadoresDisc:Probabilidad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		
MF025_1967_CT_SU2011_VA_03	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:DetCombi,Det:LoAdj,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Probabilidad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		
MF025_1967_CT_SU2011_VA_04	Det,Det:Art,Det:CuantIndef,Det:Pos,Haber,Haber:Exist,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Det,Det:LoAdj,PerfPerif,SerEstar,SerEstar:EstarAux,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision	Expresar,Expresar:Sugerencias	
MF025_1967_CT_SU2011_VA_05	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,VFut,VFut:Conjugado,Aux,Aux:Haber,Det,Det:LoAdj,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,PerfPerif,VFut,VFut:Perifrasis	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		
MF025_1967_CT_SU2011_VA_06	Det,Det:Art,Det:CuantIndef,Det:Demo,Det:Pos,Haber,Haber:Exist,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Det,Det:DetCombi,Det:LoAdj	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision	Expresar,Expresar:Sugerencias	
